Milk-Soy 5.3
Soft-Drinks 0.2
Water 0.0
Whiskey 0.0
Wine 0.0
;


param amountSaturates :=
Anchovies 0.1
Apples 0.1
Asparagus 0.0
Beef 2.6
Baguettes 0.0
Beans 0.3
Beets 0.0
Bread-Loaves 0.0
Bread-Rolls 0.2
Cabbage 0.3
Cauliflower 0.1
Cereal 0.0
Cheese 5.5
Eggs 1.6
Garlic 0.0
Glucose 0.0
Grape-Nuts 0.5
Honey 0.0
Ice 9.0
Lemons 0.0
Lettuce 0.0
Nuts 1.8
Onions 0.0
Parsley 0.0
Pasta 0.0
Peaches 0.0
Peas 0.1
Pizza 3.3
Potatoes 0.1
Poultry 0.7
Rice 1.1
Spaghetti 0.1
Spinach 0.0
Strawberries 0.0
Sugar 0.0
Coffee 0.0
Milk-Dairy 5.8
Milk-Soy 1.0
Soft-Drinks 0.0
Water 0.0
Whiskey 0.0
Wine 0.0
;


param amountCarbohydrates :=
Anchovies 0.0
Apples 25.1
Asparagus 0.6
Beef 0.0
Baguettes 68.8
Beans 51.8
Beets 7.8
Bread-Loaves 7.8
Bread-Rolls 32.4
Cabbage 52.7
Cauliflower 5.3
Cereal 23.5
Cheese 0.4
Eggs 0.4
Garlic 1.0
Glucose 0.0
Grape-Nuts 92.6
Honey 17.3
Ice 31.2
Lemons 7.8
Lettuce 1.0
Nuts 5.6
Onions 10.3
Parsley 0.2
Pasta 7.1
Peaches 14.3
Peas 18.3
Pizza 30.0
Potatoes 64.5
Poultry 0.0
Rice 142.9
Spaghetti 21.2
Spinach 1.1
Strawberries 11.1
Sugar 4.0
Coffee 2.3
Milk-Dairy 11.9
Milk-Soy 1.0
Soft-Drinks 1.5
Water 0.0
Whiskey 0.0
Wine 3.7
;


param amountSugar :=
Anchovies 0.0
Apples 18.9
Asparagus 0.3
Beef 0.0
Baguettes 0.0
Beans 19.7
Beets 5.5
Bread-Loaves 5.5
Bread-Rolls 1.8
Cabbage 29.1
Cauliflower 2.0
Cereal 2.7
Cheese 0.1
Eggs 0.2
Garlic 0.0
Glucose 3.7
Grape-Nuts 10.2
Honey 17.2
Ice 28.0
Lemons 2.1
Lettuce 0.3
Nuts 0.0
Onions 4.7
Parsley 0.0
Pasta 0.0
Peaches 12.6
Peas 6.7
Pizza 3.6
Potatoes 2.9
Poultry 0.0
Rice 1.6
Spaghetti 0.8
Spinach 0.1
Strawberries 7.0
Sugar 4.0
Coffee 0.0
Milk-Dairy 0.0
Milk-Soy 0.5
Soft-Drinks 0.0
Water 0.0
Whiskey 0.0
Wine 3.7
;


param amountProtein :=
Anchovies 1.2
Apples 0.5
Asparagus 0.4
Beef 5.0
Baguettes 10.0
Beans 12.1
Beets 1.3
Bread-Loaves 1.3
Bread-Rolls 6.2
Cabbage 11.6
Cauliflower 2.1
Cereal 2.1
Cheese 6.8
Eggs 6.3
Garlic 0.2
Glucose 0.0
Grape-Nuts 12.5
Honey 0.1
Ice 4.6
Lemons 0.9
Lettuce 0.5
Nuts 7.3
Onions 1.2
Parsley 0.1
Pasta 1.5
Peaches 1.4
Peas 7.0
Pizza 12.0
Potatoes 7.5
Poultry 26.6
Rice 14.7
Spaghetti 3.7
Spinach 0.9
Strawberries 1.0
Sugar 0.0
Coffee 0.4
Milk-Dairy 8.4
Milk-Soy 8.5
Soft-Drinks 0.6
Water 0.0
Whiskey 0.0
Wine 0.1
;


param amountSalt :=
Anchovies 146.7
Apples 1.8
Asparagus 0.3
Beef 16.7
Baguettes 0.0
Beans 2.5
Beets 64
Bread-Loaves 64
Bread-Rolls 0.0
Cabbage 163.4
Cauliflower 32.1
Cereal 204.1
Cheese 182.6
Eggs 71.0
Garlic 0.5
Glucose 0.0
Grape-Nuts 545.1
Honey 0.0
Ice 105.6
Lemons 1.7
Lettuce 10.1
Nuts 122.8
Onions 4.4
Parsley 2.1
Pasta 1.7
Peaches 0.0
Peas 144.
Pizza 0.0
Potatoes 22.1
Poultry 53.1
Rice 13.0
Spaghetti 1.7
Spinach 23.7
Strawberries 1.4
Sugar 0.0
Coffee 1.1
Milk-Dairy 125.4
Milk-Soy 60
Soft-Drinks 40
Water 0.0
Whiskey 0.0
Wine 0.0
;


param amountFibre :=
Anchovies 0.0
Apples 4.4
Asparagus 0.3
Beef 0.0
Baguettes 2.5
Beans 13.9
Beets 2.3
Bread-Loaves 2.3
Bread-Rolls 1.5
Cabbage 22.7
Cauliflower 2.1
Cereal 0.9
Cheese 0.0
Eggs 0.0
Garlic 0.1
Glucose 0.0
Grape-Nuts 13.9
Honey 0.0
Ice 0.9
Lemons 2.4
Lettuce 0.5
Nuts 2.5
Onions 1.9
Parsley 0.1
Pasta 0.0
Peaches 2.3
Peas 6.0
Pizza 2.3
Potatoes 8.1
Poultry 0.0
Rice 6.5
Spaghetti 0.9
Spinach 0.7
Strawberries 2.9
Sugar 0.0
Coffee 0.0
Milk-Dairy 0.0
Milk-Soy 0.0
Soft-Drinks 0.0
Water 0.0
Whiskey 0.0
Wine 0.0
;


param minCalories      := 15540 ;
param minFat           := 628.51 ;
param minSaturates     := 200.86 ;
param minCarbohydrates := 1825.95 ;
param minSugar         := 40.0 ;
param minProtein       := 644.91 ;
param minSalt          := 6.0 ;
param minFibre         := 35.0 ;


end;
